referrer,views_total,views_unique
github.com,29,9
levelupsalesforce.com,13,9
Google,10,10
git.rockfin.com,3,3
Bing,1,1
DuckDuckGo,1,1
ideas.salesforce.com,1,1
netmotion--iandevnm.sandbox.lightning.force.com,1,1
toluna--full.sandbox.lightning.force.com,1,1
globtek.my.salesforce.com,1,1
