time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,3,3,0,0
2026-09-10 00:00:00+00:00,7,7,0,0
2026-09-11 00:00:00+00:00,3,3,2,2
2026-09-12 00:00:00+00:00,20,10,0,0
2026-09-13 00:00:00+00:00,4,4,1,1
2026-09-14 00:00:00+00:00,4,4,0,0
2026-09-15 00:00:00+00:00,7,5,0,0
2026-09-16 00:00:00+00:00,10,5,0,0
2026-09-17 00:00:00+00:00,14,5,1,1
2026-09-18 00:00:00+00:00,17,6,1,1
2026-09-19 00:00:00+00:00,11,6,1,1
2026-09-20 00:00:00+00:00,8,3,1,1
2026-09-21 00:00:00+00:00,15,6,0,0
2026-09-22 00:00:00+00:00,3,3,0,0
