time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-18 00:00:00+00:00,6,4,15.0,10.0
2023-01-19 00:00:00+00:00,3,3,9.0,5.0
2023-01-20 00:00:00+00:00,1,1,12.0,8.0
2023-01-21 00:00:00+00:00,1,1,3.0,3.0
2023-01-22 00:00:00+00:00,1,1,,
2023-01-23 00:00:00+00:00,34,5,14.0,6.0
2023-01-24 00:00:00+00:00,5,3,10.0,9.0
2023-01-25 00:00:00+00:00,4,2,18.0,8.0
2023-01-26 00:00:00+00:00,4,2,13.0,7.0
2023-01-27 00:00:00+00:00,4,2,11.0,7.0
2023-01-28 00:00:00+00:00,5,3,1.0,1.0
2023-01-29 00:00:00+00:00,5,3,1.0,1.0
2023-01-30 00:00:00+00:00,5,3,7.0,4.0
2023-01-31 00:00:00+00:00,1,1,9.0,4.0
