referrer,views_total,views_unique
Google,93,28
github.com,33,8
levelupsalesforce.com,11,3
search.brave.com,9,1
ideas.salesforce.com,5,1
teams.microsoft.com,3,1
DuckDuckGo,3,1
us.gatekeeperhq.com,2,1
statics.teams.cdn.office.net,2,1
