referrer,views_total,views_unique
Google,119,27
statics.teams.cdn.office.net,15,3
github.com,14,2
levelupsalesforce.com,8,3
Bing,5,1
cn.bing.com,4,2
jiradc-ccb-cluster02.prod.aws.jpmchase.net,2,1
