referrer,views_total,views_unique
Google,51,30
levelupsalesforce.com,25,10
github.com,22,6
git.soma.salesforce.com,6,1
ideas.salesforce.com,3,3
statics.teams.cdn.office.net,1,1
global-confluence.randstadservices.com,1,1
