time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-13 00:00:00+00:00,13,6,31.0,10.0
2023-06-14 00:00:00+00:00,30,7,11.0,8.0
2023-06-15 00:00:00+00:00,62,8,2.0,2.0
2023-06-16 00:00:00+00:00,51,7,52.0,6.0
2023-06-17 00:00:00+00:00,4,3,10.0,2.0
2023-06-18 00:00:00+00:00,4,3,25.0,3.0
2023-06-19 00:00:00+00:00,143,9,66.0,10.0
2023-06-20 00:00:00+00:00,110,7,11.0,3.0
2023-06-21 00:00:00+00:00,88,8,12.0,6.0
2023-06-22 00:00:00+00:00,198,7,12.0,5.0
2023-06-23 00:00:00+00:00,113,7,3.0,3.0
2023-06-24 00:00:00+00:00,25,5,,
2023-06-25 00:00:00+00:00,5,4,3.0,3.0
2023-06-26 00:00:00+00:00,103,4,5.0,3.0
