referrer,views_total,views_unique
github.com,40,10
Google,32,20
levelupsalesforce.com,13,10
ideas.salesforce.com,2,2
toluna--full.sandbox.lightning.force.com,1,1
netmotion--iandevnm.sandbox.my.salesforce.com,1,1
DuckDuckGo,1,1
netmotion--iandevnm.sandbox.lightning.force.com,1,1
