referrer,views_total,views_unique
Google,152,26
levelupsalesforce.com,26,2
statics.teams.cdn.office.net,20,1
github.com,14,2
jiradc-ccb-cluster02.prod.aws.jpmchase.net,8,3
fslorg7-dev-ed-dev-ed.lightning.force.com,5,1
championmotors--laila.sandbox.lightning.force.com,1,1
