time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-21 00:00:00+00:00,21,3,13,5
2024-01-22 00:00:00+00:00,296,7,21,5
2024-01-23 00:00:00+00:00,208,4,54,7
2024-01-24 00:00:00+00:00,250,5,3,2
2024-01-25 00:00:00+00:00,308,6,19,8
2024-01-26 00:00:00+00:00,424,4,4,3
2024-01-27 00:00:00+00:00,46,3,22,1
2024-01-28 00:00:00+00:00,10,3,16,4
2024-01-29 00:00:00+00:00,328,4,40,7
2024-01-30 00:00:00+00:00,363,6,30,9
2024-01-31 00:00:00+00:00,245,4,11,6
2024-02-01 00:00:00+00:00,223,4,17,7
2024-02-02 00:00:00+00:00,181,4,25,3
2024-02-03 00:00:00+00:00,33,2,2,2
