time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-14 00:00:00+00:00,60,8,2.0,2.0
2023-07-15 00:00:00+00:00,12,5,11.0,2.0
2023-07-16 00:00:00+00:00,11,4,,
2023-07-17 00:00:00+00:00,140,6,9.0,3.0
2023-07-18 00:00:00+00:00,157,6,7.0,5.0
2023-07-19 00:00:00+00:00,80,7,12.0,4.0
2023-07-20 00:00:00+00:00,68,4,11.0,4.0
2023-07-21 00:00:00+00:00,76,5,15.0,4.0
2023-07-22 00:00:00+00:00,13,6,1.0,1.0
2023-07-23 00:00:00+00:00,12,5,7.0,2.0
2023-07-24 00:00:00+00:00,162,7,47.0,7.0
2023-07-25 00:00:00+00:00,114,6,45.0,7.0
2023-07-26 00:00:00+00:00,132,6,27.0,6.0
2023-07-27 00:00:00+00:00,179,4,22.0,8.0
