time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-12 00:00:00+00:00,4,4,1,1
2026-02-13 00:00:00+00:00,16,8,0,0
2026-02-14 00:00:00+00:00,9,5,0,0
2026-02-15 00:00:00+00:00,22,10,0,0
2026-02-16 00:00:00+00:00,11,7,0,0
2026-02-17 00:00:00+00:00,13,5,0,0
2026-02-18 00:00:00+00:00,9,5,3,1
2026-02-19 00:00:00+00:00,9,5,0,0
2026-02-20 00:00:00+00:00,8,4,0,0
2026-02-21 00:00:00+00:00,14,6,0,0
2026-02-22 00:00:00+00:00,23,10,0,0
2026-02-23 00:00:00+00:00,15,7,0,0
2026-02-24 00:00:00+00:00,8,4,0,0
2026-02-25 00:00:00+00:00,13,5,0,0
