referrer,views_total,views_unique
Google,95,24
statics.teams.cdn.office.net,16,5
github.com,16,4
ideas.salesforce.com,5,3
jiradc-ccb-cluster02.prod.aws.jpmchase.net,2,1
levelupsalesforce.com,2,1
help.komodohealth.com,1,1
